File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location
506095,06/29/2005,2005,6,1300 BLOCK,E Michigan Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1300 E Michigan Av Urbana, IL"
506096,06/29/2005,2005,6,1200 BLOCK,E Michigan,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1200 E Michigan Urbana, IL"
506097,06/29/2005,2005,6,100 BLOCK,S Glover Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"100 S Glover Av Urbana, IL"
506083,06/28/2005,2005,6,1300 BLOCK,E Fairlawn Dr,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1300 E Fairlawn Dr Urbana, IL"
506084,06/28/2005,2005,6,300 BLOCK,N Lincoln Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"300 N Lincoln Av Urbana, IL"
506085,06/28/2005,2005,6,800 BLOCK,W Stoughton St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 W Stoughton St Urbana, IL"
506086,06/28/2005,2005,6,800 BLOCK,W Stoughton St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 W Stoughton St Urbana, IL"
506087,06/28/2005,2005,6,500 BLOCK,S Lincoln Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"500 S Lincoln Av Urbana, IL"
506088,06/28/2005,2005,6,500 BLOCK,S Lincoln Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"500 S Lincoln Av Urbana, IL"
506089,06/28/2005,2005,6,600 BLOCK,S Poplar St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"600 S Poplar St Urbana, IL"
506090,06/28/2005,2005,6,800 BLOCK,W Oregon St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"800 W Oregon St Urbana, IL"
506091,06/28/2005,2005,6,400 BLOCK,W High St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"400 W High St Urbana, IL"
506075,06/27/2005,2005,6,2400 BLOCK,Provine Cr,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"2400 Provine Cr Urbana, IL"
506076,06/27/2005,2005,6,700 BLOCK,S Broadway Av,,Municipal Waste,Invalid,,Not Available,No, 0.0,"700 S Broadway Av Urbana, IL"
506077,06/27/2005,2005,6,2600 BLOCK,S Lynn St,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"2600 S Lynn St Urbana, IL"
506078,06/27/2005,2005,6,1000 BLOCK,E Main St,,Municipal Waste,Invalid,,Not Available,No, 0.0,"1000 E Main St Urbana, IL"
506079,06/27/2005,2005,6,200 BLOCK,S Poplar St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 S Poplar St Urbana, IL"
506080,06/27/2005,2005,6,1300 BLOCK,N Goodwin Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1300 N Goodwin Av Urbana, IL"
506081,06/27/2005,2005,6,200 BLOCK,S Urbana Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"200 S Urbana Av Urbana, IL"
506082,06/27/2005,2005,6,200 BLOCK,S Poplar St,,Municipal Waste,City Abated,,Not Available,No, 0.0,"200 S Poplar St Urbana, IL"
506073,06/20/2005,2005,6,700 BLOCK,Walnut St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 Walnut St Urbana, IL"
506074,06/20/2005,2005,6,1800 BLOCK,N Lincoln Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1800 N Lincoln Av Urbana, IL"
506070,06/17/2005,2005,6,1000 BLOCK,E Oregon St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1000 E Oregon St Urbana, IL"
506071,06/17/2005,2005,6,1000 BLOCK,E Oregon St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1000 E Oregon St Urbana, IL"
506072,06/17/2005,2005,6,600 BLOCK,S Johnson St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"600 S Johnson St Urbana, IL"
506068,06/16/2005,2005,6,900 BLOCK,E Harding Dr,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"900 E Harding Dr Urbana, IL"
506056,06/15/2005,2005,6,2000 BLOCK,S Philo Rd,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"2000 S Philo Rd Urbana, IL"
506057,06/15/2005,2005,6,1300 BLOCK,E Silver St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1300 E Silver St Urbana, IL"
506058,06/15/2005,2005,6,1300 BLOCK,E Silver St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1300 E Silver St Urbana, IL"
506059,06/15/2005,2005,6,1300 BLOCK,E Laurel Dr,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1300 E Laurel Dr Urbana, IL"
506060,06/15/2005,2005,6,2200 BLOCK,E Washington,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"2200 E Washington Urbana, IL"
506061,06/15/2005,2005,6,1000 BLOCK,E Mumford,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1000 E Mumford Urbana, IL"
506062,06/15/2005,2005,6,700 BLOCK,S Vine St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 S Vine St Urbana, IL"
506063,06/15/2005,2005,6,600 BLOCK,W Indiana Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"600 W Indiana Av Urbana, IL"
506064,06/15/2005,2005,6,1600 BLOCK,Hunter,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1600 Hunter Urbana, IL"
506065,06/15/2005,2005,6,1600 BLOCK,Hunter,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1600 Hunter Urbana, IL"
506066,06/15/2005,2005,6,1100 BLOCK,Austin Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 Austin Dr Urbana, IL"
506067,06/15/2005,2005,6,1400 BLOCK,E Michigan Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1400 E Michigan Av Urbana, IL"
506052,06/14/2005,2005,6,800 BLOCK,S Grove St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"800 S Grove St Urbana, IL"
506053,06/14/2005,2005,6,800 BLOCK,S Grove St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 S Grove St Urbana, IL"
506054,06/14/2005,2005,6,300 BLOCK,W California Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"300 W California Av Urbana, IL"
506055,06/14/2005,2005,6,800 BLOCK,W Iowa St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 W Iowa St Urbana, IL"
506039,06/13/2005,2005,6,600 BLOCK,W Illinois St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"600 W Illinois St Urbana, IL"
506040,06/13/2005,2005,6,1100 BLOCK,Willard St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 Willard St Urbana, IL"
506041,06/13/2005,2005,6,1100 BLOCK,Willard St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 Willard St Urbana, IL"
506042,06/13/2005,2005,6,1100 BLOCK,Willard St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 Willard St Urbana, IL"
506043,06/13/2005,2005,6,1100 BLOCK,Willard St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 Willard St Urbana, IL"
506044,06/13/2005,2005,6,600 BLOCK,S Cottage Grove,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"600 S Cottage Grove Urbana, IL"
506045,06/13/2005,2005,6,700 BLOCK,S Cottage Grove,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 S Cottage Grove Urbana, IL"
506046,06/13/2005,2005,6,900 BLOCK,W Eads St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"900 W Eads St Urbana, IL"
506047,06/13/2005,2005,6,1300 BLOCK,E Florida Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1300 E Florida Av Urbana, IL"
506048,06/13/2005,2005,6,1300 BLOCK,E Florida Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1300 E Florida Av Urbana, IL"
506049,06/13/2005,2005,6,1300 BLOCK,E Florida Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1300 E Florida Av Urbana, IL"
506050,06/13/2005,2005,6,1300 BLOCK,E Florida Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1300 E Florida Av Urbana, IL"
506051,06/13/2005,2005,6,500 BLOCK,S Cottage Grove,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"500 S Cottage Grove Urbana, IL"
506038,06/10/2005,2005,6,2200 BLOCK,E Delaware,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"2200 E Delaware Urbana, IL"
506032,06/09/2005,2005,6,200 BLOCK,E Oregon St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 E Oregon St Urbana, IL"
506033,06/09/2005,2005,6,200 BLOCK,E Oregon St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 E Oregon St Urbana, IL"
506034,06/09/2005,2005,6,700 BLOCK,W Indiana St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"700 W Indiana St Urbana, IL"
506035,06/09/2005,2005,6,300 BLOCK,S Johnson St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"300 S Johnson St Urbana, IL"
506036,06/09/2005,2005,6,200 BLOCK,S Grove St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 S Grove St Urbana, IL"
506037,06/09/2005,2005,6,300 BLOCK,E Main St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"300 E Main St Urbana, IL"
506028,06/08/2005,2005,6,500 BLOCK,S Poplar St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"500 S Poplar St Urbana, IL"
506029,06/08/2005,2005,6,100 BLOCK,Franklin St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"100 Franklin St Urbana, IL"
506030,06/08/2005,2005,6,100 BLOCK,Franklin St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"100 Franklin St Urbana, IL"
506031,06/08/2005,2005,6,100 BLOCK,Franklin St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"100 Franklin St Urbana, IL"
506017,06/07/2005,2005,6,2300 BLOCK,Shurts CR,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"2300 Shurts CR Urbana, IL"
506018,06/07/2005,2005,6,1300 BLOCK,S Vine St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1300 S Vine St Urbana, IL"
506019,06/07/2005,2005,6,1300 BLOCK,S Vine St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1300 S Vine St Urbana, IL"
506020,06/07/2005,2005,6,900 BLOCK,N Division Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"900 N Division Av Urbana, IL"
506021,06/07/2005,2005,6,900 BLOCK,N Division Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"900 N Division Av Urbana, IL"
506022,06/07/2005,2005,6,1000 BLOCK,N Geraldine,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1000 N Geraldine Urbana, IL"
506023,06/07/2005,2005,6,500 BLOCK,S Urbana,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"500 S Urbana Urbana, IL"
506024,06/07/2005,2005,6,700 BLOCK,W Ohio St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 W Ohio St Urbana, IL"
506025,06/07/2005,2005,6,1900 BLOCK,E Washington,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1900 E Washington Urbana, IL"
506026,06/07/2005,2005,6,400 BLOCK,E Illinois St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"400 E Illinois St Urbana, IL"
506027,06/07/2005,2005,6,2300 BLOCK,E Washington,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"2300 E Washington Urbana, IL"
506011,06/06/2005,2005,6,1100 BLOCK,E Florida Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 E Florida Av Urbana, IL"
506012,06/06/2005,2005,6,1200 BLOCK,E Fairlawn Dr,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1200 E Fairlawn Dr Urbana, IL"
506013,06/06/2005,2005,6,1100 BLOCK,S Austin Dr,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1100 S Austin Dr Urbana, IL"
506014,06/06/2005,2005,6,1800 BLOCK,S Philo Rd,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1800 S Philo Rd Urbana, IL"
506015,06/06/2005,2005,6,800 BLOCK,S Cottage Grove,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"800 S Cottage Grove Urbana, IL"
506016,06/06/2005,2005,6,600 BLOCK,Oakland Dr,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"600 Oakland Dr Urbana, IL"
506009,06/03/2005,2005,6,900 BLOCK,S Cottage Grove,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"900 S Cottage Grove Urbana, IL"
506010,06/03/2005,2005,6,900 BLOCK,E Water St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"900 E Water St Urbana, IL"
506001,06/01/2005,2005,6,700 BLOCK,S Vine St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"700 S Vine St Urbana, IL"
506002,06/01/2005,2005,6,1700 BLOCK,S Philo Rd,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1700 S Philo Rd Urbana, IL"
506003,06/01/2005,2005,6,1500 BLOCK,N Goodwin Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1500 N Goodwin Av Urbana, IL"
506004,06/01/2005,2005,6,1000 BLOCK,S Busey Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1000 S Busey Av Urbana, IL"
506005,06/01/2005,2005,6,400 BLOCK,S Johnson,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"400 S Johnson Urbana, IL"
506006,06/01/2005,2005,6,600 BLOCK,S Cottage Grove,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"600 S Cottage Grove Urbana, IL"
506007,06/01/2005,2005,6,600 BLOCK,S Cottage Grove,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"600 S Cottage Grove Urbana, IL"
506008,06/01/2005,2005,6,100 BLOCK,S Glover Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"100 S Glover Av Urbana, IL"
505149,05/31/2005,2005,5,700 BLOCK,E Elm St,,Municipal Waste,Invalid,,Not Available,No, 0.0,"700 E Elm St Urbana, IL"
505150,05/31/2005,2005,5,900 BLOCK,E Colorado,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"900 E Colorado Urbana, IL"
505151,05/31/2005,2005,5,200 BLOCK,N Lincoln Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 N Lincoln Av Urbana, IL"
505152,05/31/2005,2005,5,900 BLOCK,W Main St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"900 W Main St Urbana, IL"
505153,05/31/2005,2005,5,1100 BLOCK,E Washington St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 E Washington St Urbana, IL"
505143,05/27/2005,2005,5,1100 BLOCK,W Nevada Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 W Nevada Av Urbana, IL"
505144,05/27/2005,2005,5,1000 BLOCK,W Nevada Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1000 W Nevada Av Urbana, IL"
505145,05/27/2005,2005,5,700 BLOCK,E Green St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"700 E Green St Urbana, IL"
505146,05/27/2005,2005,5,800 BLOCK,E Green St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 E Green St Urbana, IL"
505147,05/27/2005,2005,5,1400 BLOCK,Ogelthorpe,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1400 Ogelthorpe Urbana, IL"
505148,05/27/2005,2005,5,1500 BLOCK,Greenridge Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1500 Greenridge Dr Urbana, IL"
505134,05/26/2005,2005,5,300 BLOCK,E Kerr Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"300 E Kerr Av Urbana, IL"
505135,05/26/2005,2005,5,900 BLOCK,N Linview Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"900 N Linview Dr Urbana, IL"
505136,05/26/2005,2005,5,200 BLOCK,W High St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 W High St Urbana, IL"
505137,05/26/2005,2005,5,1400 BLOCK,E Pennsylvania,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1400 E Pennsylvania Urbana, IL"
505138,05/26/2005,2005,5,200 BLOCK,S Glover Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 S Glover Av Urbana, IL"
505139,05/26/2005,2005,5,200 BLOCK,S Poplar St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 S Poplar St Urbana, IL"
505140,05/26/2005,2005,5,200 BLOCK,S Poplar St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"200 S Poplar St Urbana, IL"
505141,05/26/2005,2005,5,1000 BLOCK,E Delaware,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1000 E Delaware Urbana, IL"
505142,05/26/2005,2005,5,300 BLOCK,E Green St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"300 E Green St Urbana, IL"
505129,05/25/2005,2005,5,700 BLOCK,E Michigan Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 E Michigan Av Urbana, IL"
505130,05/25/2005,2005,5,700 BLOCK,E Michigan Av,,Municipal Waste,City Abated,,Not Available,No, 0.0,"700 E Michigan Av Urbana, IL"
505131,05/25/2005,2005,5,100 BLOCK,N Webber St,,Municipal Waste,City Abated,,Not Available,No, 0.0,"100 N Webber St Urbana, IL"
505132,05/25/2005,2005,5,100 BLOCK,Franklin,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"100 Franklin Urbana, IL"
505133,05/25/2005,2005,5,100 BLOCK,Franklin,,Municipal Waste,Invalid,,Not Available,No, 0.0,"100 Franklin Urbana, IL"
505117,05/24/2005,2005,5,600 BLOCK,S Busey Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"600 S Busey Av Urbana, IL"
505118,05/24/2005,2005,5,500 BLOCK,S Coler Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"500 S Coler Av Urbana, IL"
505119,05/24/2005,2005,5,700 BLOCK,W Oregon St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"700 W Oregon St Urbana, IL"
505120,05/24/2005,2005,5,1000 BLOCK,E Washington St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1000 E Washington St Urbana, IL"
505121,05/24/2005,2005,5,1400 BLOCK,Wiley Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1400 Wiley Dr Urbana, IL"
505122,05/24/2005,2005,5,100 BLOCK,S Lincoln Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"100 S Lincoln Av Urbana, IL"
505123,05/24/2005,2005,5,1100 BLOCK,W Eads St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1100 W Eads St Urbana, IL"
505124,05/24/2005,2005,5,600 BLOCK,S Busey Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"600 S Busey Av Urbana, IL"
505125,05/24/2005,2005,5,100 BLOCK,S Lincoln Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"100 S Lincoln Av Urbana, IL"
505126,05/24/2005,2005,5,100 BLOCK,S Lincoln Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"100 S Lincoln Av Urbana, IL"
505127,05/24/2005,2005,5,1400 BLOCK,Adams St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1400 Adams St Urbana, IL"
505128,05/24/2005,2005,5,2300 BLOCK,E Main St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"2300 E Main St Urbana, IL"
505113,05/20/2005,2005,5,1400 BLOCK,S Lincoln Av,,Municipal Waste,City Abated,,Not Available,No, 0.0,"1400 S Lincoln Av Urbana, IL"
505114,05/20/2005,2005,5,1900 BLOCK,Autumn Ridge Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1900 Autumn Ridge Dr Urbana, IL"
505115,05/20/2005,2005,5,1900 BLOCK,Autumn Ridge Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1900 Autumn Ridge Dr Urbana, IL"
505116,05/20/2005,2005,5,3200 BLOCK,Ridge Park Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"3200 Ridge Park Dr Urbana, IL"
505104,05/19/2005,2005,5,900 BLOCK,E Illinois St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"900 E Illinois St Urbana, IL"
505105,05/19/2005,2005,5,800 BLOCK,N Lincoln Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 N Lincoln Av Urbana, IL"
505106,05/19/2005,2005,5,800 BLOCK,N Lincoln Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 N Lincoln Av Urbana, IL"
505107,05/19/2005,2005,5,300 BLOCK,W High St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"300 W High St Urbana, IL"
505108,05/19/2005,2005,5,200 BLOCK,S McCullough,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 S McCullough Urbana, IL"
505109,05/19/2005,2005,5,1100 BLOCK,S Lynn St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 S Lynn St Urbana, IL"
505110,05/19/2005,2005,5,1000 BLOCK,S Lynn St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1000 S Lynn St Urbana, IL"
505111,05/19/2005,2005,5,300 BLOCK,W High St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"300 W High St Urbana, IL"
505112,05/19/2005,2005,5,800 BLOCK,S Busey Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"800 S Busey Av Urbana, IL"
505102,05/18/2005,2005,5,600 BLOCK,E Main St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"600 E Main St Urbana, IL"
505103,05/18/2005,2005,5,700 BLOCK,E Pennsylvania Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"700 E Pennsylvania Av Urbana, IL"
505093,05/17/2005,2005,5,400 BLOCK,S Busey Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"400 S Busey Av Urbana, IL"
505094,05/17/2005,2005,5,700 BLOCK,W High St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"700 W High St Urbana, IL"
505095,05/17/2005,2005,5,300 BLOCK,W Illinois St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"300 W Illinois St Urbana, IL"
505096,05/17/2005,2005,5,700 BLOCK,E Michigan Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 E Michigan Av Urbana, IL"
505097,05/17/2005,2005,5,400 BLOCK,E George Huff Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"400 E George Huff Dr Urbana, IL"
505098,05/17/2005,2005,5,300 BLOCK,S Busey Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"300 S Busey Av Urbana, IL"
505099,05/17/2005,2005,5,2000 BLOCK,S Philo Rd,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"2000 S Philo Rd Urbana, IL"
505100,05/17/2005,2005,5,1000 BLOCK,E Mchenry,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1000 E Mchenry Urbana, IL"
505101,05/17/2005,2005,5,2300 BLOCK,E Main St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"2300 E Main St Urbana, IL"
505080,05/16/2005,2005,5,1800 BLOCK,Ridge Park Dr,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1800 Ridge Park Dr Urbana, IL"
505081,05/16/2005,2005,5,1700 BLOCK,S Philo Rd,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1700 S Philo Rd Urbana, IL"
505082,05/16/2005,2005,5,1800 BLOCK,N Lincoln Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1800 N Lincoln Av Urbana, IL"
505083,05/16/2005,2005,5,1200 BLOCK,S Philo Rd,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1200 S Philo Rd Urbana, IL"
505084,05/16/2005,2005,5,500 BLOCK,N Lincoln Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"500 N Lincoln Av Urbana, IL"
505085,05/16/2005,2005,5,400 BLOCK,S Poplar St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"400 S Poplar St Urbana, IL"
505086,05/16/2005,2005,5,200 BLOCK,S Hartle Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 S Hartle Dr Urbana, IL"
505087,05/16/2005,2005,5,400 BLOCK,E Elm St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"400 E Elm St Urbana, IL"
505088,05/16/2005,2005,5,2000 BLOCK,S Burlison Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"2000 S Burlison Dr Urbana, IL"
505089,05/16/2005,2005,5,2000 BLOCK,S Burlison Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"2000 S Burlison Dr Urbana, IL"
505090,05/16/2005,2005,5,200 BLOCK,E George Huff Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 E George Huff Dr Urbana, IL"
505091,05/16/2005,2005,5,1400 BLOCK,W Beslin St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1400 W Beslin St Urbana, IL"
505092,05/16/2005,2005,5,200 BLOCK,N Busey Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"200 N Busey Av Urbana, IL"
505074,05/13/2005,2005,5,700 BLOCK,S Vine St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"700 S Vine St Urbana, IL"
505075,05/13/2005,2005,5,600 BLOCK,S Broadway Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"600 S Broadway Av Urbana, IL"
505076,05/13/2005,2005,5,100 BLOCK,N Coler Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"100 N Coler Av Urbana, IL"
505077,05/13/2005,2005,5,1600 BLOCK,Hillcrest Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1600 Hillcrest Dr Urbana, IL"
505078,05/13/2005,2005,5,1300 BLOCK,E Pennsylvania Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1300 E Pennsylvania Av Urbana, IL"
505079,05/13/2005,2005,5,700 BLOCK,E Shurts St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 E Shurts St Urbana, IL"
